Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Status
red-linen-micarta-mandalorian,Red Linen Micarta Mandalorian,"<p>This Limited Edition KeyBar is Red Linen Micarta featuring a UV Printed Mandalorian Helmet design. Included is a standard titanium pocket clip that can be upgraded at an additional cost.</p> <div class=""row""> <div class=""sml-12 med-6 columns""> <h2>What's included?</h2> <ul> <li > <ul> <li > <ul> <li>(1) Branded hinged tin</li> <li>(1) Custom KeyBar with a regular titanium pocket clip</li> <li>Comes with Heat Colored Stainless Steel Screws</li> <li>(2) 1/2"" screws (up to 4 keys)</li> <li>(2) 3/4"" screws (up to 8 keys)</li> <li>(2) 7/8"" screws (up to 12 keys)</li> <li>(18) Washers</li> <li>(2) O rings (allows you to adjust the tension)</li> <li>(1) Titanium key fob link</li> </ul> </li> </ul> <h3>Will my keys fit?</h3> <p>Use the following dimensions to find out:</p> <ul> <li > <ul> <li>Length of the KeyBar - 3.5""</li> <li>Width of each rounded end - .95""</li> <li>Distance between screw holes - 2.55""</li> <li>Screw post diameter - .164""</li> </ul> </li> </ul> </li> </ul> </div> <div class=""sml-12 med-6 columns""> <h2>How much does the KeyBar weigh?</h2> <ul> <li > <ul> <li > <ul> <li>Less than 2 ounces</li> <li>Less than 4 house keys</li> </ul> </li> </ul> <h3>What can I put in the KeyBar?</h3> <ul> <li > <ul> <li>Up to 12 keys and inserts with included screws</li> <li>Up to 28 keys and inserts with extension screws</li> </ul> </li> </ul> </li> </ul> </div> </div>",KeyBar,,Gear,"helmet, mandalorian, red linen micarta",TRUE,Title,Default Title,,,,,RDMCRT-MAND,77,shopify,0,continue,manual,50,76.95,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2025/05/Red-Linen-Micarta-Mandelorian-KeyBar-Key-Organizer-EDC-Tool-1.jpg,1,Red Linen Micarta Mandalorian,FALSE,Red Linen Micarta Mandalorian,<ul> <li>Red Linen Micarta</li> <li>UV printed Mandalorian Helmet Design</li> <li>Standard Titanium Pocket Clip Included</li> <li>Limited Quantity</li> <li>Discounts Do Not Apply</li> </ul>,,g,active
red-linen-micarta-mandalorian,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/05/Mandalorian-Lifestyle-KeyBar.jpg,2,Red Linen Micarta Mandalorian - Image 2,,,,,,
red-linen-micarta,Red Linen Micarta,"This KeyBar features Red Linen Micarta with a UV clearcoat. Included is a standard titanium pocket clip that can be upgraded at an additional cost. This item is Final Sale and may not be returned or exchanged, nor does it come with a warranty. The price reflects these conditions. <div class=""row""> <div class=""sml-12 med-6 columns""> <h2>What's included?</h2> <ul> <li > <ul> <li > <ul> <li>(1) Branded hinged tin</li> <li>(1) Custom KeyBar with a regular titanium pocket clip</li> <li>Comes with Heat Colored Stainless Steel Screws</li> <li>(2) 1/2"" screws (up to 4 keys)</li> <li>(2) 3/4"" screws (up to 8 keys)</li> <li>(2) 7/8"" screws (up to 12 keys)</li> <li>(18) Washers</li> <li>(2) O rings (allows you to adjust the tension)</li> <li>(1) Titanium key fob link</li> </ul> </li> </ul> <h3>Will my keys fit?</h3> Use the following dimensions to find out: <ul> <li > <ul> <li>Length of the KeyBar - 3.5""</li> <li>Width of each rounded end - .95""</li> <li>Distance between screw holes - 2.55""</li> <li>Screw post diameter - .164""</li> </ul> </li> </ul> </li> </ul> </div> <div class=""sml-12 med-6 columns""> <h2>How much does the KeyBar weigh?</h2> <ul> <li > <ul> <li > <ul> <li>Less than 2 ounces</li> <li>Less than 4 house keys</li> </ul> </li> </ul> <h3>What can I put in the KeyBar?</h3> <ul> <li > <ul> <li>Up to 12 keys and inserts with included screws</li> <li>Up to 28 keys and inserts with extension screws</li> </ul> </li> </ul> </li> </ul> </div> </div>",KeyBar,,Gear,"micarta, red, red linen micarta",TRUE,Title,Default Title,,,,,RDLNMCRTA-TPC,77,shopify,0,continue,manual,40,66.95,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2025/05/Red-Linen-Micarta-KeyBar-EDC-Tool-Key-Organizer.jpg,1,Red Linen Micarta,FALSE,Red Linen Micarta,<ul> <li>Red Linen Micarta with a UV Clearcoat</li> <li>Includes a Standard Titanium Pocket Clip</li> <li>Limited Quantity</li> <li>Final Sale: No Returns or Exchanges</li> <li>Discounts Do Not Apply</li> </ul>,,g,active
the-ember-tritium-glow-fob,The Ember - Tritium Glow Fob,"<p>From our partners at Glow Rhino, we now offer the Ember Glow Fob in Blue Tritium! It is .3"" longer than the Spark Fob, which we also offer. </p> <p>With this attachment, you'll be able to locate anything attached to it in the dark. Super handy little item that has been very popular.</p> <h2 >What's included?</h2> <p><ul><li>(1) Ember Glow Fob, Blue Tritium </li></ul>Specs</p> <ul > <li>Length (excluding keyring) - 1.13""</li> <li>Diameter (excluding keyring) - .31""</li> </ul>",KeyBar,,Gear,"All Products, More Cool Gear",TRUE,Title,Default Title,,,,,ACS-EMBR,28,shopify,63,deny,manual,19.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2025/05/Ember-Fob-2.jpg,1,The Ember - Tritium Glow Fob,FALSE,The Ember - Tritium Glow Fob,<ul> <li>Glow in the Dark Fob Attachment</li> <li>1 Cylindrical Tritium Lamp/unit</li> <li>Injection Molded Polycarbonate Casing</li> <li>Glass Breaker Tip</li> <li>Waterproof</li> <li>From Glow Rhino</li> </ul>,,g,active
the-ember-tritium-glow-fob,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/05/Ember-Fob-1.jpg,2,The Ember - Tritium Glow Fob - Image 2,,,,,,
the-ember-tritium-glow-fob,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/05/Ember-Fob-3.webp,3,The Ember - Tritium Glow Fob - Image 3,,,,,,
the-ember-tritium-glow-fob,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/05/Ember-Glow-Fob-Dark.jpg,4,The Ember - Tritium Glow Fob - Image 4,,,,,,
zircuti-deep-carry-clip-30,Zircuti Deep Carry Clip 3.0,<p>This version of the deep carry 3.0 pocket clip is made from layers of zirconium and titanium. They are hand finished: flamed and polished brilliant.</p>,KeyBar,,Gear,"EDC accessories, ISP_IGNORE_PRODUCT_TAG, key organizer accessories",TRUE,Title,Default Title,,,,,ACS-DCPC-ZCT,4,shopify,'-1,continue,manual,42.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2025/07/Zircuti-Deep-Carry-3.0-Pocket-Clips.jpg,1,Zircuti Deep Carry Clip 3.0,FALSE,Zircuti Deep Carry Clip 3.0,"<ul> <li style=""text-align: left;"">Zircuti material</li> <li style=""text-align: left;"">Deep carry design</li> <li>Hand finished, flamed and polished</li> <li style=""text-align: left;"">Fits any KeyBar that features the cutout slot for our regular clip</li> </ul>",,g,active
zircuti-deep-carry-clip-30,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/07/Zircuti-Deep-Carry-3.0-Pocket-Clips-On-Copper-KeyBar.jpg,2,Zircuti Deep Carry Clip 3.0 - Image 2,,,,,,
zircuti-deep-carry-clip-30,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/07/Zircuti-Deep-Carry-3.0-Pocket-Clips-On-Green-Micarta-KeyBar.jpg,3,Zircuti Deep Carry Clip 3.0 - Image 3,,,,,,
zircuti-deep-carry-clip-30,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/07/Zircuti-Deep-Carry-3.0-Pocket-Clips-On-Titanium-KeyBar.jpg,4,Zircuti Deep Carry Clip 3.0 - Image 4,,,,,,
zircuti-deep-carry-clip-30,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/07/Zircuti-Deep-Carry-3.0-Pocket-Clips-On-KeyBars.jpg,5,Zircuti Deep Carry Clip 3.0 - Image 5,,,,,,
hawk-carbon-fibertitanium-keybar,Hawk Carbon Fiber/Titanium KeyBar,"<p>The <strong>Hawk Carbon Fiber/Titanium KeyBar featuring the Hawk Knife Designs Grip Clip</strong> is a collab with legendary designer Gavin Hawk. This KeyBar is the premium EDC solution engineered for those who demand rugged reliability and refined design in one sleek package.</p> <p>The KeyBar is a minimalist key organizer that tames noisy, bulky keychains with precision. It holds up to 12 standard keys or tools with the included screws, keeping them compact, quiet, and easily accessible. Extension screws for more keys and tools are available for purchase. Produced in the USA from titanium, this KeyBar is durable and features a stonewashed finish.</p> <p>The <strong>Hawk Knife Designs Titanium Grip Clip</strong>, designed by the maker of some of the most innovative knives in the industry, is strong, functional, and subtly aggressive—perfect for EDC enthusiasts who appreciate gear that works as hard as they do.</p> <div class=""row""> <div class=""sml-12 med-6 columns""> <h2>What's included?</h2> <ul> <li > <ul> <li>(1) Branded hinged tin</li> <li>(1) Custom Carbon Fiber/Titanium Hawk Knife Designs Logo KeyBar with Hawk Knife Designs Titanium Grip Clip</li> <li>(2) Stainless steel 1/2"" screws (up to 4 keys)</li> <li>(2) Stainless steel 3/4"" screws (up to 8 keys)</li> <li>(2) Stainless steel 7/8"" screws (up to 12 keys)</li> <li>(18) Washers</li> <li>(2) O rings (allows you to adjust the tension)</li> <li>(1) Titanium key fob link</li> </ul> <h3>Will my keys fit?</h3> <p>Use the following dimensions to find out:</p> <ul> <li>Length of the KeyBar - 3.5""</li> <li>Width of each rounded end - .95""</li> <li>Distance between screw holes - 2.55""</li> <li>Screw post diameter - .164""</li> </ul> </li> </ul> </div> <div class=""sml-12 med-6 columns""> <h2>How much does the KeyBar weigh?</h2> <ul> <li > <ul> <li>Less than 2 ounces</li> <li>Less than 4 house keys</li> </ul> <h3>What can I put in the KeyBar?</h3> <ul> <li>Up to 12 keys and inserts with included screws</li> <li>Up to 28 keys and inserts with extension screws</li> </ul> </li> </ul> <div class=""box""> <p><strong>Add-Ons</strong></p> <p><a href=""/product/extension-screws/"">Extension Screws</a> | <a href=""/product/magnut/"">MagNut Set</a> | <a href=""/product/keyrabiner-3-0/"">Keyrabiner</a><br><a href=""/product/ut-tl/"">Utility Tool</a> | <a href=""/product/pick/"">Pick</a> | <a href=""/product/quick-key-tab-copy/"">Quick Key Tab</a> | <a href=""/product-category/inserts/"">+ More</a></p> </div> </div> </div>",KeyBar,,KeyBar,"All Products, KeyBars > Full Size KeyBars, KeyBars, KeyBars > Limited Editions, New Arrivals, edc key holder, EDC tools, every day carry key organizer, titanium key holder, titanium key organizer",TRUE,Title,Default Title,,,,,CFTKB-HAWK,113,shopify,140,deny,manual,240,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2025/09/Hawk-Carbon-Fiber-Titanium-KeyBar-Main-Image.jpg,1,Hawk Carbon Fiber/Titanium KeyBar,FALSE,Hawk Carbon Fiber/Titanium KeyBar,<ul> <li>Collab with Hawk Knife Designs</li> <li>Featuring Hawk Grip Clip</li> <li>Carbon Fiber Front</li> <li>Titanium Back</li> <li>Limited Quantity</li> <li>Discounts Not Valid</li> </ul>,,g,active
hawk-carbon-fibertitanium-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/09/Hawk-Carbon-Fiber-Titanium-KeyBar-Side-Image.jpg,2,Hawk Carbon Fiber/Titanium KeyBar - Image 2,,,,,,
hawk-carbon-fibertitanium-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/09/Hawk-Carbon-Fiber-Titanium-KeyBar-Clip-Angled-Image.jpg,3,Hawk Carbon Fiber/Titanium KeyBar - Image 3,,,,,,
hawk-carbon-fibertitanium-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/09/Hawk-KeyBar-Titanium-Back-Grip-Clip-3.jpg,4,Hawk Carbon Fiber/Titanium KeyBar - Image 4,,,,,,
hawk-carbon-fibertitanium-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/09/Hawk-KeyBar-Carbon-Fiber-Front-2.jpg,5,Hawk Carbon Fiber/Titanium KeyBar - Image 5,,,,,,
hawk-carbon-fibertitanium-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/09/Hawk-KeyBar-Titanium-Back-Grip-Clip-2.jpg,6,Hawk Carbon Fiber/Titanium KeyBar - Image 6,,,,,,
hawk-carbon-fibertitanium-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/09/Hawk-KeyBar-Titanium-Back-Grip-Clip-1.jpg,7,Hawk Carbon Fiber/Titanium KeyBar - Image 7,,,,,,
hawk-carbon-fibertitanium-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/09/Hawk-KeyBar-Carbon-Fiber-Front-.jpg,8,Hawk Carbon Fiber/Titanium KeyBar - Image 8,,,,,,
blade-wax,Blade Wax,"<p>2 ounce tin of 100% Grown & Manufactured in America with Bees Wax and Raw Flaxseed Oil. Can also be utilized to prevent rusting on garden tools, hand tools, or anything metal. Hand poured in Jamestown, NY by Brendan Halbohm of All American Maker.</p>",KeyBar,,Gear,"All Products, More Cool Gear",TRUE,Title,Default Title,,,,,ACS-BLD-WX,28,shopify,81,deny,manual,9.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2022/10/Blade-Wax-Main-Photo-KeyBar-EDC.jpg,1,Blade Wax,FALSE,Blade Wax,<ul> <li>2 oz of Blade Wax</li> <li>Made of Bees Wax and Raw Flaxseed Oil</li> <li>Hand poured by All American Maker</li> </ul>,,g,active
blade-wax,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/10/Blade-Insert-Lifestyle-Image-3-with-Blade-Wax.jpg,2,Blade Wax - Image 2,,,,,,
blade-wax,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/10/Blade-Wax-lifestyle-image-1.jpg,3,Blade Wax - Image 3,,,,,,
blade-wax,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/10/Blade-Wax-lifestyle-image-3.jpg,4,Blade Wax - Image 4,,,,,,
s30v-tanto-blade-insert,S30V Tanto Blade Insert,"<p>The Tanto insert expands the multitool functionality of the standard KeyBar. The Tanto securely locks in the open and has a detent holding it in the closed position with the included 6-Al-4V titanium Drop-Lock plate. The blade features a flat, zero grind on the tip and is available in two finishes, laser polished and laser polished multicolor crystalized. The Tanto Blade Insert is constructed out of S30V Steel made by Mike Taylor and has an opening tab and thumb notch to deploy the blade.</p> <p>Instructions for assembly are included on the back of the tin. Assembly instructions indicate that brass washers are included; that is incorrect and should be SS washers, which are included.</p> <div class=""row""> <div class=""row""> <div class=""sml-12 med-6 columns""> <h2>What's included?</h2> <ul> <li>(1) Branded hinged tin</li> <li>(1) S30VN Steel Tanto Insert</li> <li>(1) Drop-Lock Detent</li> <li>(2) Stand-off Washer</li> <li>(2) SS Blade Washers</li> <li>(1) Tip Protector</li> </ul></div></div></div>",KeyBar,,Insert,"blade, durable, key organizer, Keybar, lightweight, multitool, steel, titanium, tool insert",TRUE,Title,Default Title,,,,,ACS-TNTO-S30V-10-25,113,shopify,0,continue,manual,144.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2025/08/Laser-Polished-Doc-Shiffer-Recon-Blade-Front-and-Back-with-Lock.jpg,1,S30V Tanto Blade Insert,FALSE,S30V Tanto Blade Insert,"<ul> <li>S30V Steel Tanto Model</li> <li>Flat, zero grind on the tip</li> <li>Laser Polished Finish</li> <li>Total cutting length: 2""</li> <li>Made by M. Taylor</li> <li>Secure locking with titanium drop-lock</li> <li>Blade Wax included</li> <li>Fits FULL SIZE KeyBar models; does not fit JR KeyBar models</li> <li>Disco",,g,active
s30v-tanto-blade-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/08/Laser-Polished-Doc-Shiffer-Recon-Blade-Installed.jpg,2,S30V Tanto Blade Insert - Image 2,,,,,,
s30v-tanto-blade-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/08/Laser-Polished-Doc-Shiffer-Recon-Blade-Installed-in-KeyBar-Front-and-Back.jpg,3,S30V Tanto Blade Insert - Image 3,,,,,,
s30v-tanto-blade-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/08/Laser-Polished-Doc-Shiffer-Recon-Blade-Installed-in-KeyBar-Front-and-Back-Closed.jpg,4,S30V Tanto Blade Insert - Image 4,,,,,,
s30v-tanto-blade-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/08/Laser-Polished-Doc-Shiffer-Recon-Blade-Installed-in-KeyBar-Lifestyle-Image-Front.jpg,5,S30V Tanto Blade Insert - Image 5,,,,,,
s30v-tanto-blade-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/08/Laser-Polished-Doc-Shiffer-Recon-Blade-Installed-in-KeyBar-Lifestyle-Image-Back.jpg,6,S30V Tanto Blade Insert - Image 6,,,,,,
s30v-tanto-blade-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/10/Blade-Wax-lifestyle-image-1.jpg,7,S30V Tanto Blade Insert - Image 7,,,,,,
s30v-tanto-blade-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/10/Blade-Insert-Lifestyle-Image-3-with-Blade-Wax.jpg,8,S30V Tanto Blade Insert - Image 8,,,,,,
s30v-drop-point-blade-insert,S30V Drop Point Blade Insert,"<p>The Drop Point Blade Insert (by M. Taylor) is constructed out of S30V Steel and is available in a laser polished finish. The blade securely locks in the open and has a detent holding it in the closed position with the included 6-Al-4V titanium Drop-Lock plate. The blade features an opening tab and thumb notch to deploy the blade. The KeyBar Drop Point Blade Insert expands the multitool functionality of the standard KeyBar.</p> <p>Instructions for assembly are included on the back of the tin.</p> <div class=""row""> <div class=""row""> <div class=""sml-12 med-6 columns""> <h2>What's included?</h2> <ul> <li > <ul> <li > <ul> <li>(1) Branded hinged tin</li> <li>(1) S30V Steel Drop Point Insert</li> <li>(1) Drop-Lock Detent</li> <li>(2) Stand-off Washer</li> <li>(2) SS Blade Washer</li> </ul></div></div></div>",KeyBar,,Insert,"All Products, Inserts, New Arrivals, blade, drop point, durable, key organizer, Keybar, lightweight, multitool, s30v, steel, titanium, tool insert",TRUE,Title,Default Title,,,,,ACS-S30V-DP-1121,113,shopify,0,continue,manual,134.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2025/11/Laser-Polished-Mike-Taylor-Drop-Point-Blade-S30V-Front-and-Back-with-Lock.jpg,1,S30V Drop Point Blade Insert,FALSE,S30V Drop Point Blade Insert,"<ul> <li>S30V Steel</li> <li>Total cutting length: 2""</li> <li>Made by M. Taylor</li> <li>Secure locking with titanium lock</li> <li>Laser polished finish</li> <li>Blade Wax Included</li> <li>Discounts not valid</li> <li><b>Fits ONLY FULL SIZE KeyBar Models</b></li> </ul>",,g,active
s30v-drop-point-blade-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2023/03/S35VN-Laser-Polished-T-Logo-Lifestyle-1.jpg,2,S30V Drop Point Blade Insert - Image 2,,,,,,
s30v-drop-point-blade-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2023/03/S35VN-Laser-Polished-T-Logo-Lifestyle-2.jpg,3,S30V Drop Point Blade Insert - Image 3,,,,,,
s30v-drop-point-blade-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2023/03/S35VN-Laser-Polished-T-Logo-Lifestyle-3.jpg,4,S30V Drop Point Blade Insert - Image 4,,,,,,
s30v-drop-point-blade-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2023/03/S35VN-Laser-Polished-Drop-Point-Lifestyle-Closed.jpg,5,S30V Drop Point Blade Insert - Image 5,,,,,,
s30v-drop-point-blade-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/11/Drop-Point-S30V-Blade-Insert-11-21.jpg,6,S30V Drop Point Blade Insert - Image 6,,,,,,
s30v-drop-point-blade-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/11/Drop-Point-S30V-Blade-Insert-11-21-image-2a.jpg,7,S30V Drop Point Blade Insert - Image 7,,,,,,
s30v-drop-point-blade-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/11/Drop-Point-S30V-Blade-Insert-11-21-image-3.jpg,8,S30V Drop Point Blade Insert - Image 8,,,,,,
s30v-drop-point-blade-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/10/Blade-Wax-Main-Photo-KeyBar-EDC.jpg,9,S30V Drop Point Blade Insert - Image 9,,,,,,
s30v-drop-point-blade-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/10/Blade-Wax-lifestyle-image-3.jpg,10,S30V Drop Point Blade Insert - Image 10,,,,,,
s30v-drop-point-blade-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/10/Blade-Wax-lifestyle-image-1.jpg,11,S30V Drop Point Blade Insert - Image 11,,,,,,
monochrome-splatter-cerakote-aluminum,Monochrome Splatter Cerakote Aluminum,"<p>The Monochrome Splatter Aluminum KeyBar is a limited edition KeyBar featuring a custom cerakote job by C&B Quality Coatings. The patterns vary on each KeyBar and none will match the photos exactly. </p> <div class=""row""> <div class=""sml-12 med-6 columns""> <h2>What's included?</h2> <ul> <li > <ul> <li>(1) Branded hinged tin</li> <li>(1) Custom Cerakote Aluminum KeyBar with standard titanium pocket clip <li>(2) 1/2"" screws (up to 4 keys)</li> <li>(2) 3/4"" screws (up to 8 keys)</li> <li>(2) 7/8"" screws (up to 12 keys)</li> <li>(18) Washers</li> <li>(2) O rings (allows you to adjust the tension)</li> <li>(1) Titanium key fob link</li> </ul> <h3>Will my keys fit?</h3> <p>Use the following dimensions to find out:</p> <ul> <li>Length of the KeyBar - 3.5""</li> <li>Width of each rounded end - .95""</li> <li>Distance between screw holes - 2.55""</li> <li>Screw post diameter - .164""</li> </ul> </li> </ul> </div> <div class=""sml-12 med-6 columns""> <h2>How much does the KeyBar weigh?</h2> <ul> <li > <ul> <li>Less than 2 ounces</li> <li>Less than 4 house keys</li> </ul> <h3>What can I put in the KeyBar?</h3> <ul> <li>Up to 12 keys and inserts with included screws</li> <li>Up to 28 keys and inserts with extension screws</li> </ul> </li> </ul> <div class=""box""> <p><strong>Add-Ons:</strong></p> <p><a href=""/product/extension-screws/"">Extension Screws</a> | <a href=""/product/magnut/"">MagNut Set</a> | <a href=""/product/keyrabiner-3-0/"">Keyrabiner</a><br><a href=""/product/ut-tl/"">Utility Tool</a> | <a href=""/product/pick/"">Pick</a> | <a href=""/product/quick-key-tab-copy/"">Quick Key Tab</a> | <a href=""/product-category/inserts/"">+ More</a></p> </div></div></div>",KeyBar,,KeyBar,"All Products, KeyBars > Full Size KeyBars, KeyBars, New Arrivals, aluminum key holder, aluminum KeyBar, blackwashed, cerakote, key organizer, orange",TRUE,Title,Default Title,,,,,AKB-MC-SPLT,113,shopify,10,deny,manual,51.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2025/12/Black-Gray-White-Cerakoted-Splatter-Aluminum-KeyBar2.jpg,1,Monochrome Splatter Cerakote Aluminum,FALSE,Monochrome Splatter Cerakote Aluminum,<ul> <li>Limited Run</li> <li>Splatter Cerakoted Finish</li> <li>Patterns Vary</li> <li>Includes Standard Titanium Pocket Clip</li> </ul>,,g,active
monochrome-splatter-cerakote-aluminum,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/12/Black-Gray-White-Cerakoted-Splatter-Aluminum-KeyBar-Back-Examples.jpg,2,Monochrome Splatter Cerakote Aluminum - Image 2,,,,,,
monochrome-splatter-cerakote-aluminum,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/12/Black-Gray-White-Cerakoted-Splatter-Aluminum-KeyBar-Front-Examples.jpg,3,Monochrome Splatter Cerakote Aluminum - Image 3,,,,,,
monochrome-splatter-cerakote-aluminum,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/12/Monochrome-Splatter-Cerakoted-Quick-Draw-Aluminum-and-matching-KeyBar-front.jpg,4,Monochrome Splatter Cerakote Aluminum - Image 4,,,,,,
monochrome-splatter-cerakote-aluminum,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2025/12/Monochrome-Splatter-Cerakoted-Quick-Draw-Aluminum-and-matching-KeyBar-Back.jpg,5,Monochrome Splatter Cerakote Aluminum - Image 5,,,,,,
